Unitid,Cindfam,Cindoff,Cindon,Cinsfam,Cinsoff,Cinson,Cotsfam,Cotsoff,Cotson,Number of Records,Sisascp,Sisastp,Sisinst,Sislect,Sisnork,Sisprof,Sistotl
121275,36844,45700,0,36844,45700,0,36844,45700,0,1,0,0,11,0,0,0,11
121309,36341,47501,44593,36341,47501,44593,36341,47501,44593,1,28,26,0,0,0,83,137
121345,45630,53718,59730,45630,53718,59730,45630,53718,59730,1,67,28,2,0,28,85,210
121363,6226,15402,0,6226,15402,0,11910,21086,0,1,0,0,59,0,0,0,59
121381,28057,33425,0,28057,33425,0,28057,33425,0,1,0,0,0,0,8,0,8
121619,7127,18287,0,7127,18287,0,11159,22319,0,1,0,0,217,0,0,0,217
121691,47343,58503,58559,47343,58503,58559,47343,58503,58559,1,52,22,0,11,16,97,198
121707,6043,16139,12686,6043,16139,12686,6043,16139,12686,1,0,12,0,0,0,69,81
121886,7118,17963,0,7118,17963,0,11678,22523,0,1,0,0,180,0,0,0,180
121901,7654,20166,0,7654,20166,0,13354,25866,0,1,0,0,216,0,0,0,216
121983,22479,28383,0,22479,28383,0,22479,28383,0,1,3,4,1,0,0,1,9
122180,7080,17682,0,7080,17682,0,13176,23778,0,1,0,0,304,0,0,0,304
122205,8062,19618,0,8062,19618,0,11994,23550,0,1,0,0,246,0,0,0,246
122339,7127,18287,0,7127,18287,0,11687,22847,0,1,0,0,157,0,0,0,157
122366,20214,27510,0,20214,27510,0,20214,27510,0,1,0,0,0,0,6,0,6
122375,7127,18287,0,7127,18287,0,11687,22847,0,1,0,0,239,0,0,0,239
122384,7127,18287,0,7127,18287,0,11687,22847,0,1,0,0,108,0,0,0,108
122409,11300,22728,25068,11300,22728,25068,22460,33888,36228,1,227,91,0,140,6,342,806
122436,47377,58537,58189,47377,58537,58189,47377,58537,58189,1,116,102,12,0,0,175,405
122454,44246,58792,57932,44246,58792,57932,44246,58792,57932,1,15,2,0,0,0,4,21
122506,42430,54430,0,42430,54430,0,42430,54430,0,1,0,0,0,4,25,0,29
122597,11072,23828,23828,11072,23828,23828,22232,34988,34988,1,249,135,0,107,3,296,790
122612,44944,58384,58384,44944,58384,58384,44944,58384,58384,1,132,164,21,0,0,142,459
122658,7046,17890,0,7046,17890,0,12374,23218,0,1,0,0,198,0,0,0,198
122685,19931,28614,0,19931,28614,0,19931,28614,0,1,0,0,72,0,0,0,72
122694,19817,28500,0,19817,28500,0,19817,28500,0,1,0,0,32,0,0,0,32
122728,30025,41185,38447,30025,41185,38447,30025,41185,38447,1,8,11,0,0,1,10,30
122746,12214,18874,0,12214,18874,0,17836,24496,0,1,0,0,99,0,0,0,99
122755,11964,24682,23629,11964,24682,23629,23124,35842,34789,1,168,120,0,82,2,324,696
122791,7214,18293,0,7214,18293,0,11946,23025,0,1,0,0,132,0,0,0,132
122834,16360,26376,0,16360,26376,0,16360,26376,0,1,0,0,18,0,0,0,18
122843,27653,33021,0,27653,33021,0,27653,33021,0,1,0,0,0,0,17,0,17
122852,16360,26376,0,16360,26376,0,16360,26376,0,1,0,0,5,0,0,0,5
122889,6169,16954,0,6169,16954,0,12049,22834,0,1,0,0,362,0,0,0,362
122931,48141,59301,59589,48141,59301,59589,48141,59301,59589,1,142,84,0,102,31,149,508
122977,7058,18614,0,7094,18650,0,13514,25070,0,1,0,0,308,0,0,0,308
123013,7265,18425,0,7265,18425,0,12584,23744,0,1,0,0,288,0,0,0,288
123165,0,0,61370,0,0,61370,0,0,61370,1,30,17,0,0,6,35,88
123217,5462,14462,0,5462,14462,0,10022,19022,0,1,0,0,158,0,0,0,158
123299,6683,15983,11383,6683,15983,11383,11723,21023,16423,1,0,0,122,0,0,0,122
123341,7774,20338,13390,7774,20338,13390,12814,25378,18430,1,0,0,215,0,0,0,215
123457,32816,38720,35324,32816,38720,35324,32816,38720,35324,1,13,25,4,0,0,8,50
123484,5356,15056,14056,5356,15056,14056,10876,20576,19576,1,0,0,37,0,0,0,37
123509,7729,18487,0,7729,18487,0,7729,18487,0,1,0,0,131,0,0,0,131
123527,10415,14310,0,10415,14310,0,13597,17492,0,1,23,26,0,0,46,98,193
123554,45830,56990,58365,45830,56990,58365,45830,56990,58365,1,83,43,0,0,0,77,203
123563,7722,18882,0,7722,18882,0,13692,24852,0,1,0,0,149,0,0,0,149
123572,11854,24572,23295,11854,24572,23295,23014,35732,34455,1,57,30,0,34,0,125,246
123651,39830,46490,43076,39830,46490,43076,39830,46490,43076,1,16,21,0,0,0,30,67
123679,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,27
123800,7319,18479,0,7319,18479,0,11351,22511,0,1,0,25,1,0,3,157,186
123952,55730,70202,0,55730,70202,0,55730,70202,0,1,0,0,0,0,28,0,28
123961,51338,62180,62180,51338,62180,62180,51338,62180,62180,1,448,410,29,335,8,924,2154
124113,7365,18525,11083,7365,18525,11083,13155,24315,16873,1,14,0,0,0,2,26,42
124292,28864,40024,35716,28864,40024,35716,28864,40024,35716,1,8,7,0,0,0,16,31
124487,13536,25416,0,13536,25416,0,13536,25416,0,1,0,0,0,0,6,0,6
124706,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,27
124937,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,29
125028,7373,18533,0,7373,18533,0,13035,24195,0,1,0,0,142,0,0,0,142
125091,7099,18259,0,7099,18259,0,10429,21589,0,1,0,0,123,0,0,0,123
125170,7273,18433,0,7273,18433,0,12385,23545,0,1,0,0,56,0,0,0,56
125231,17160,30930,0,17160,30930,0,17160,30930,0,1,0,0,0,0,165,0,165
125462,7311,18156,14109,7311,18156,14109,14421,25266,21219,1,0,0,33,0,0,0,33
125471,7206,18366,0,7206,18366,0,12146,23306,0,1,0,0,95,0,0,0,95
125499,7805,19073,0,7805,19073,0,12701,23969,0,1,0,0,168,0,0,0,168
125532,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,0,27
125727,42910,50960,53670,42910,50960,53670,42910,50960,53670,1,21,20,2,0,0,53,96
125763,42346,49200,53700,42346,49200,53700,42346,49200,53700,1,38,50,2,1,0,56,147
125897,39300,50519,48512,39300,50519,48512,39300,50519,48512,1,28,29,0,3,0,19,79
126119,7129,18289,0,7129,18289,0,12169,23329,0,1,0,0,82,0,0,0,82
126182,11265,20391,19691,11265,20391,19691,21897,31023,30323,1,16,39,0,0,13,43,111
126207,8008,17134,0,8929,18055,0,16597,25723,0,1,3,2,18,0,0,73,96
126289,9483,18339,0,9483,18339,0,18381,27237,0,1,0,0,0,0,1,105,106
126359,16428,25473,0,16428,25473,0,16428,25473,0,1,0,0,12,0,0,1,13
126401,17862,26934,0,17862,26934,0,17862,26934,0,1,0,0,0,0,2,0,2
126562,14431,24799,24555,14431,24799,24555,28555,38923,38679,1,662,914,1029,0,0,516,3121
126580,11494,20724,20424,11494,20724,20424,22907,32137,31837,1,67,77,168,13,0,73,398
126605,22881,27981,0,22881,27981,0,22881,27981,0,1,0,0,0,0,41,0,41
126614,16485,25609,28887,16485,25609,28887,38253,47377,50655,1,365,265,320,0,0,461,1411
126669,28041,36951,38130,28041,36951,38130,28041,36951,38130,1,18,22,5,0,0,29,74
126678,46488,0,57400,46488,0,57400,46488,0,57400,1,54,43,1,4,7,68,177
126687,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,26
126702,27316,30820,34351,27316,30820,34351,27316,30820,34351,1,0,0,45,0,0,0,45
126711,3894,13738,13038,4830,14674,13974,9726,19570,18870,1,54,24,5,0,0,27,110
126748,9791,18917,16255,9791,18917,16255,12159,21285,18623,1,0,0,46,0,0,0,46
126775,20485,29577,30603,20485,29577,30603,36415,45507,46533,1,61,56,56,11,10,69,263
126818,12427,21409,23203,12427,21409,23203,28280,37262,39056,1,375,321,168,0,168,403,1435
126827,15576,24558,0,15576,24558,0,15576,24558,0,1,0,0,0,0,28,0,28
126863,8030,17156,0,8030,17156,0,16425,25551,0,1,0,0,0,0,48,0,48
126872,23563,30379,0,23563,30379,0,23563,30379,0,1,0,0,11,0,7,0,18
126942,9754,18880,0,9754,18880,0,18653,27779,0,1,21,21,49,0,0,32,123
127024,24180,28940,0,24180,28940,0,24180,28940,0,1,0,0,0,0,4,0,4
127060,43821,54901,56077,43821,54901,56077,43821,54901,56077,1,190,128,1,180,0,183,682
127185,12583,21467,22393,12583,21467,22393,23423,32307,33233,1,49,28,41,0,0,43,161
127200,14042,18848,0,14042,18848,0,22952,27758,0,1,0,0,0,0,0,260,260
127389,9741,18877,15777,9741,18877,15777,18640,27776,24676,1,0,0,18,0,0,0,18
127556,11001,19729,19729,11001,19729,19729,21024,29752,29752,1,32,72,81,3,2,60,250
127565,14194,19000,0,14194,19000,0,26287,31093,0,1,149,175,2,87,6,128,547
127617,9803,18848,0,9803,18848,0,18702,27747,0,1,0,0,0,0,32,0,32
127653,34690,43820,43620,34690,43820,43620,34690,43820,43620,1,19,16,4,0,0,7,46
127680,15678,21186,0,15678,21186,0,15678,21186,0,1,0,0,0,0,1,0,1
127699,15678,21186,0,15678,21186,0,15678,21186,0,1,0,0,0,0,11,0,11
127714,15500,26700,0,15500,26700,0,15500,26700,0,1,0,0,0,0,7,0,7
127732,9890,19089,16224,9890,19089,16224,16434,25633,22768,1,18,10,2,0,0,15,45
127741,11668,21602,20264,11668,21602,20264,23207,33141,31803,1,132,134,31,36,0,171,504
127778,14516,19232,16116,14516,19232,16116,17635,22351,19235,1,0,0,0,0,35,0,35
127787,20575,29647,0,20575,29647,0,20575,29647,0,1,0,0,0,0,7,0,7
127820,9798,18780,0,9798,18780,0,18697,27679,0,1,0,0,0,0,168,0,168
127884,9908,17764,0,9908,17764,0,18754,26610,0,1,0,0,0,0,103,0,103
127909,9791,18917,0,9791,18917,0,18690,27816,0,1,0,0,92,0,0,0,92
127918,36802,46326,46326,36802,46326,46326,36802,46326,46326,1,89,97,24,0,4,49,263
127945,28395,36507,0,28395,36507,0,28395,36507,0,1,6,14,0,0,0,11,31
128106,11938,21064,20938,11938,21064,20938,22260,31386,31260,1,55,53,2,31,6,44,191
128258,10734,19860,16770,10734,19860,16770,13852,22978,19888,1,0,0,0,0,74,0,74
128328,0,0,0,0,0,0,0,0,0,1,34,54,19,0,0,61,168
128391,11109,20235,20045,11109,20235,20045,21050,30176,29986,1,10,20,0,34,0,47,111
128498,35518,47086,47302,35518,47086,47302,35518,47086,47302,1,24,9,0,0,0,13,46
128577,7884,19442,0,7884,19442,0,15416,26974,0,1,5,6,4,0,3,9,27
128683,26420,34720,35020,26420,34720,35020,26420,34720,35020,1,25,13,1,0,0,2,41
128744,38661,49335,50043,38661,49335,50043,38661,49335,50043,1,49,38,0,16,0,18,121
128771,14261,23197,23197,14261,23197,23197,25766,34702,34702,1,140,94,10,0,0,190,434
128902,48085,57129,60780,48085,57129,60780,48085,57129,60780,1,58,52,6,18,0,70,204
129020,15472,27244,27244,15472,27244,27244,34420,46192,46192,1,547,613,44,63,0,629,1896
129154,26476,37838,0,26476,37838,0,26476,37838,0,1,23,50,9,0,0,0,82
129215,15476,24644,24394,15476,24644,24394,26981,36149,35899,1,52,54,5,0,0,90,201
129242,46470,58310,58730,46470,58310,58730,46470,58310,58730,1,100,72,12,0,0,78,262
129367,11136,20136,0,11136,20136,0,18668,27668,0,1,9,16,5,9,0,31,70
129525,35922,48170,48170,35922,48170,48170,35922,48170,48170,1,137,102,10,4,0,94,347
129534,11245,19945,0,11245,19945,0,11245,19945,0,1,4,3,5,0,0,5,17
129543,6986,16586,0,6986,16586,0,14518,24118,0,1,16,19,12,0,0,27,74
129686,33616,42514,0,33616,42514,0,33616,42514,0,1,6,1,0,0,0,0,7
129695,8062,15070,0,8062,15070,0,15594,22602,0,1,23,10,12,2,0,58,105
129729,9736,18374,0,9736,18374,0,9736,18374,0,1,22,16,4,9,0,54,105
129756,7023,16005,0,7023,16005,0,14555,23537,0,1,7,7,5,1,0,23,43
129774,33108,50738,46750,33108,50738,46750,33108,50738,46750,1,9,11,0,0,0,3,23
129808,6412,14412,0,6412,14412,0,14756,22756,0,1,17,11,5,14,0,35,82
129941,41050,49200,50210,41050,49200,50210,41050,49200,50210,1,52,64,0,60,0,65,241
130004,9043,19341,0,9043,19341,0,16575,26873,0,1,10,10,5,8,0,70,103
130040,8102,16280,0,8102,16280,0,15634,23812,0,1,6,7,4,1,0,12,30
130110,17460,20960,0,17460,20960,0,17460,20960,0,1,0,0,0,0,0,8,8
130183,26675,34679,37105,26675,34679,37105,26675,34679,37105,1,1,0,0,0,57,4,62
130217,7176,15600,0,7176,15600,0,14708,23132,0,1,10,3,3,0,0,13,29
130226,43530,55050,55780,43530,55050,55780,43530,55050,55780,1,97,166,23,0,0,133,419
130253,40550,45510,53569,40550,45510,53569,40550,45510,53569,1,82,103,21,12,0,31,249
130314,36137,49923,49923,36137,49923,49923,36137,49923,49923,1,33,59,5,0,0,23,120
130396,8212,15900,0,8212,15900,0,15744,23432,0,1,20,17,6,4,0,62,109
130448,23850,33750,0,23850,33750,0,23850,33750,0,1,7,12,0,0,0,0,19
130493,11575,22990,22945,11575,22990,22945,23041,34456,34411,1,119,105,14,0,0,183,421
130590,50010,62310,62310,50010,62310,62310,50010,62310,62310,1,62,55,0,19,5,74,215
130606,9886,17389,0,9886,17389,0,17418,24921,0,1,13,7,4,3,0,33,60
130624,0,0,0,0,0,0,0,0,0,1,18,9,16,0,93,21,157
130697,0,0,62849,0,0,62849,0,0,62849,1,63,69,0,0,86,120,338
130776,13117,23726,23426,13117,23726,23426,24622,35231,34931,1,59,56,4,0,0,94,213
130794,0,0,61620,0,0,61620,0,0,61620,1,415,735,0,389,0,974,2513
130891,7700,10900,0,7700,10900,0,12230,15430,0,1,0,0,0,0,123,0,123
130907,7700,10900,0,7700,10900,0,12230,15430,0,1,0,0,0,0,86,0,86
130916,7700,10900,0,7700,10900,0,12230,15430,0,1,0,0,0,0,184,0,184
130934,14200,25808,21581,14200,25808,21581,22556,34164,29937,1,104,55,6,5,0,45,215
130943,14412,25612,25612,14412,25612,25612,32232,43432,43432,1,341,285,98,0,0,388,1112
130989,28721,35536,34074,28721,35536,34074,28721,35536,34074,1,8,4,0,0,0,6,18
131098,27990,38430,38230,27990,38430,38230,27990,38430,38230,1,22,16,8,0,0,26,72
131113,13550,19550,0,13550,19550,0,13550,19550,0,1,29,60,1,0,0,9,99
131159,43328,56808,56808,43328,56808,56808,43328,56808,56808,1,152,195,44,133,61,182,767
131283,42516,56842,56842,42516,56842,56842,42516,56842,56842,1,192,86,0,0,0,122,400
131308,37930,47730,51080,37930,47730,51080,37930,47730,51080,1,6,11,0,0,1,10,28
131399,9876,25251,0,9876,25251,0,13516,28891,0,1,84,96,19,0,12,76,287
131450,19932,31988,31988,19932,31988,31988,19932,31988,31988,1,54,32,11,6,0,79,182
131469,50068,61446,61446,50068,61446,61446,50068,61446,61446,1,332,322,8,0,122,396,1180
131496,0,0,62179,0,0,62179,0,0,62179,1,266,134,0,0,384,389,1173
131520,0,0,41643,0,0,41643,0,0,41643,1,402,150,70,62,0,247,931
131803,21147,32064,0,21147,32064,0,21147,32064,0,1,0,0,0,0,0,8,8
131876,25330,36770,34470,25330,36770,34470,25330,36770,34470,1,19,39,2,0,11,11,82
132338,27388,30892,33181,27388,30892,33181,27388,30892,33181,1,0,0,43,0,0,0,43
132408,12600,21218,16738,12600,21218,16738,12600,21218,16738,1,4,8,3,0,0,11,26
132471,36000,49700,45100,36000,49700,45100,36000,49700,45100,1,116,132,36,1,0,73,358
132602,19710,29110,27058,19710,29110,27058,19710,29110,27058,1,26,74,54,1,19,10,184
132657,41165,49215,49535,41165,49215,49535,41165,49215,49535,1,21,36,14,0,0,19,90
132693,8574,14334,0,8574,14334,0,15817,21577,0,1,48,57,81,0,0,53,239
132709,8413,21913,0,8413,21913,0,14583,28083,0,1,24,278,28,15,0,61,406
132842,23715,45204,0,23715,45204,0,23715,45204,0,1,6,13,0,0,0,2,21
132851,9297,15093,0,9297,15093,0,16901,22697,0,1,44,32,6,0,0,32,114
132879,15752,22655,20706,15752,22655,20706,15752,22655,20706,1,5,1,0,0,0,4,10
132903,11539,20839,20839,11539,20839,20839,27638,36938,36938,1,356,194,197,174,2,251,1174
133021,8268,13656,11415,8268,13656,11415,14098,19486,17245,1,4,8,18,0,1,11,42
133085,24225,34225,30125,24225,34225,30125,24225,34225,30125,1,8,5,2,0,0,11,26
133386,6845,13621,0,6845,13621,0,15915,22691,0,1,101,71,14,0,0,111,297
133465,26043,29550,0,26043,29550,0,26043,29550,0,1,1,3,18,0,0,1,23
133492,41142,51892,51796,41142,51892,51796,41142,51892,51796,1,27,54,0,0,1,44,126
133508,10829,18455,18455,10829,18455,18455,20527,28153,28153,1,0,0,0,0,170,0,170
133526,16677,25441,23833,16677,25441,23833,16677,25441,23833,1,9,24,9,0,0,3,45
133553,37084,46634,46614,37084,46634,46614,37084,46634,46614,1,96,96,18,0,6,67,283
133650,11053,19861,19545,11053,19861,19545,22993,31801,31485,1,175,153,75,1,0,146,550
133669,11304,21648,21583,11304,21648,21583,23748,34092,34027,1,247,127,183,0,1,202,760
133702,8340,16600,0,8340,16600,0,15454,23714,0,1,0,16,9,0,5,359,389
133711,20780,29560,29560,20780,29560,29560,20780,29560,29560,1,39,40,11,0,1,15,106
133809,17990,28990,26750,17990,28990,26750,17990,28990,26750,1,0,0,0,0,0,36,36
133845,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,22
133854,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,19
133863,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,16
133872,18780,30050,24584,18780,30050,24584,18780,30050,24584,1,19,26,9,0,0,13,67
133881,41820,52690,52690,41820,52690,52690,41820,52690,52690,1,89,76,20,0,0,79,264
133951,15100,24748,22968,15100,24748,22968,27499,37147,35367,1,283,342,225,48,24,256,1178
133960,12707,24617,19945,12707,24617,19945,20157,32067,27395,1,7,8,5,0,0,2,22
133979,21276,31276,26588,21276,31276,26588,21276,31276,26588,1,38,26,12,0,0,8,84
133997,32934,52779,0,32934,52779,0,32934,52779,0,1,0,0,0,0,135,0,135
134079,31190,40700,40700,31190,40700,40700,31190,40700,40700,1,22,47,21,0,0,30,120
134097,11631,21257,21543,11631,21257,21543,26797,36423,36709,1,350,283,13,1,258,454,1359
134121,12657,18726,0,12657,18726,0,12657,18726,0,1,0,0,9,0,0,0,9
134130,9583,19103,19103,9583,19103,19103,31861,41381,41381,1,678,412,0,248,159,1005,2502
134149,21308,28841,0,21308,28841,0,21308,28841,0,1,0,0,0,0,20,0,20
134237,24664,42616,0,24664,42616,0,24664,42616,0,1,216,0,0,0,277,474,967
134343,5985,13565,0,5985,13565,0,13292,20872,0,1,27,31,3,0,29,13,103
134495,7830,16230,16230,7830,16230,16230,14435,22835,22835,1,19,30,211,0,15,33,308
134510,6700,14140,14140,6700,14140,14140,6700,14140,14140,1,0,6,0,0,0,3,9
134608,4784,10484,0,4784,10484,0,12221,17921,0,1,45,103,23,0,0,35,206
134680,19152,25896,0,19152,25896,0,19152,25896,0,1,0,0,0,0,9,0,9
134811,27388,30892,34486,27388,30892,34486,27388,30892,34486,1,0,0,98,0,0,0,98
134909,22431,29926,0,22431,29926,0,22431,29926,0,1,0,0,11,0,0,0,11
134945,34306,46293,44670,34306,46293,44670,34306,46293,44670,1,51,77,10,0,4,42,184
135063,10775,16105,0,10775,16105,0,10775,16105,0,1,0,0,2,0,0,0,2
135081,21004,31100,0,21004,31100,0,21004,31100,0,1,0,0,982,0,0,0,982
135160,6368,13569,0,6368,13569,0,15015,22216,0,1,0,0,0,0,66,0,66
135188,7324,15558,0,7324,15558,0,17428,25662,0,1,8,13,43,0,7,7,78
135364,11393,21042,0,11393,21042,0,11393,21042,0,1,5,7,2,0,0,2,16
135391,12768,22876,0,12768,22876,0,21291,31399,0,1,30,42,25,5,4,25,131
135717,15351,35643,0,15351,35643,0,23880,44172,0,1,278,171,114,0,0,170,733
135726,49642,61202,60906,49642,61202,60906,49642,61202,60906,1,344,243,82,287,0,613,1569
135939,20873,28496,0,20873,28496,0,20873,28496,0,1,0,0,0,0,11,0,11
135957,21252,28785,0,21252,28785,0,21252,28785,0,1,0,0,0,0,22,0,22
136066,18012,29113,0,18012,29113,0,18012,29113,0,1,0,0,19,0,0,0,19
136145,7354,12754,0,7324,12724,0,15700,21100,0,1,0,0,0,0,30,0,30
136172,11913,20877,20575,11913,20877,20575,26316,35280,34978,1,141,144,81,20,2,84,472
136206,26816,35818,36028,26816,35818,36028,26816,35818,36028,1,11,1,0,0,0,4,16
136215,35880,52512,43580,35880,52512,43580,35880,52512,43580,1,212,336,35,5,10,266,864
136233,8880,17820,0,8880,17820,0,17189,26129,0,1,0,0,0,0,100,0,100
136288,20435,28031,0,20435,28031,0,20435,28031,0,1,0,0,0,0,12,0,12
136330,31392,39302,39302,31392,39302,39302,31392,39302,39302,1,63,58,4,0,0,37,162
136358,6378,15878,0,6378,15878,0,12612,22112,0,1,0,0,0,0,282,0,282
136400,8267,13801,0,8267,13801,0,16964,22498,0,1,19,27,54,0,6,26,132
136473,8516,16166,0,8516,16166,0,16687,24337,0,1,27,30,49,0,0,77,183
136516,12221,17401,0,12221,17401,0,21127,26307,0,1,0,0,0,0,161,0,161
136774,42785,56978,55557,42785,56978,55557,42785,56978,55557,1,0,0,0,0,95,0,95
136950,44747,54313,59438,44747,54313,59438,44747,54313,59438,1,49,55,0,29,0,78,211
137032,23520,34215,33200,23520,34215,33200,23520,34215,33200,1,51,71,17,0,0,25,164
137078,9531,20376,0,9531,20376,0,17776,28621,0,1,0,0,0,0,372,0,372
137096,7708,14684,0,7708,14684,0,14333,21309,0,1,0,0,0,0,239,0,239
137148,21935,25063,0,21935,25063,0,21935,25063,0,1,4,3,0,0,0,2,9
137209,7735,14199,0,7735,14199,0,16060,22524,0,1,0,0,0,0,197,0,197
137272,0,0,37300,0,0,37300,0,0,37300,1,4,2,1,0,0,0,7
137281,8263,16304,0,8263,16304,0,15933,23974,0,1,0,0,131,0,13,0,144
137315,8044,13865,0,8044,13865,0,16738,22559,0,1,0,0,65,0,0,0,65
137351,11510,20760,20760,11510,20760,20760,22424,31674,31674,1,455,528,260,1,188,418,1850
137476,34376,44704,41649,34376,44704,41649,34376,44704,41649,1,32,21,5,1,2,45,106
137546,42530,53712,53712,42530,53712,53712,42530,53712,53712,1,65,40,0,0,41,110,256
137564,22386,32046,32234,22386,32046,32234,22386,32046,32234,1,33,39,2,0,0,27,101
137759,4824,10624,0,4824,10624,0,10851,16651,0,1,15,128,9,0,3,39,194
137777,19400,30400,23900,19400,30400,23900,19400,30400,23900,1,0,0,0,0,10,0,10
137801,20885,28436,0,20885,28436,0,20885,28436,0,1,0,0,0,0,22,0,22
137810,20543,28139,0,20543,28139,0,20543,28139,0,1,0,0,0,0,7,0,7
137847,30302,36402,39375,30302,36402,39375,30302,36402,39375,1,102,114,18,0,0,45,279
137953,13340,23368,18860,13340,23368,18860,13340,23368,18860,1,3,6,0,0,0,3,12
137962,17588,24688,25412,17588,24688,25412,17588,24688,25412,1,0,0,0,0,0,7,7
138187,7011,16185,0,7011,16185,0,13638,22812,0,1,0,0,0,0,475,0,475
138275,23730,31722,29879,23730,31722,29879,23730,31722,29879,1,8,14,10,0,1,7,40
138293,27338,37410,37173,27338,37410,37173,27338,37410,37173,1,6,10,0,0,6,5,27
138309,16767,24390,0,16767,24390,0,16767,24390,0,1,0,0,87,0,0,0,87
138354,9857,19737,19737,9857,19737,19737,22738,32618,32618,1,79,93,43,30,0,67,312
138558,7578,13188,17503,7578,13188,17503,15246,20856,25171,1,20,37,11,8,1,10,87
138600,36788,39288,47323,36788,39288,47323,36788,39288,47323,1,26,15,0,0,0,34,75
138655,12530,18490,0,12530,18490,0,12530,18490,0,1,0,0,4,0,0,0,4
138682,5238,9302,0,5238,9302,0,7278,11342,0,1,0,0,0,0,90,0,90
138691,5605,12695,14956,5605,12695,14956,11385,18475,20736,1,11,70,45,0,0,4,130
138716,11426,21688,19590,11426,21688,19590,23628,33890,31792,1,42,66,10,0,1,29,148
138761,0,0,27086,0,0,27086,0,0,27086,1,6,15,0,0,0,1,22
138789,15321,22201,21373,15321,22201,21373,25083,31963,31135,1,58,84,62,8,0,51,263
138813,27280,30784,35296,27280,30784,35296,27280,30784,35296,1,0,0,67,0,0,0,67
138840,5244,10644,0,5244,10644,0,7284,12684,0,1,0,0,116,0,0,0,116
138868,21200,29080,27400,21200,29080,27400,21200,29080,27400,1,4,5,12,0,0,14,35
138901,8880,19633,0,8880,19633,0,14662,25415,0,1,9,27,1,16,0,3,56
138947,0,0,35471,0,0,35471,0,0,35471,1,63,55,14,4,0,37,173
138956,8098,18682,0,8098,18682,0,10138,20722,0,1,0,0,0,0,132,0,132
139010,5615,10879,0,5615,10879,0,11396,16660,0,1,18,19,26,0,0,6,69
139074,17468,24140,0,17468,24140,0,17468,24140,0,1,0,0,25,0,0,0,25
139144,33564,42010,43834,33564,42010,43834,33564,42010,43834,1,59,47,4,19,1,36,166
139153,10240,17740,17340,10240,17740,17340,10240,17740,17340,1,5,0,0,0,0,5,10
139199,28400,36770,38528,28400,36770,38528,28400,36770,38528,1,23,53,2,0,0,30,108
139205,17860,24786,24786,17860,24786,24786,17860,24786,24786,1,8,11,1,0,0,5,25
139214,18900,30991,0,18900,30991,0,18900,30991,0,1,0,0,12,0,0,0,12
139250,9888,18932,18688,9888,18932,18688,17746,26790,26546,1,21,53,5,3,0,8,90
139278,6233,12805,0,6233,12805,0,8273,14845,0,1,0,0,0,0,136,0,136
139311,9253,20703,18830,9253,20703,18830,19015,30465,28592,1,73,59,15,35,3,31,216
139357,6129,17129,0,6129,17129,0,7404,18404,0,1,0,0,78,0,0,0,78
139366,11111,19506,19620,11111,19506,19620,21153,29548,29662,1,89,85,10,34,1,77,296
139384,8858,13938,0,8858,13938,0,10898,15978,0,1,0,0,0,0,132,0,132
139393,31000,36160,40330,31000,36160,40330,31000,36160,40330,1,18,11,2,0,0,37,68
139463,9068,15858,13970,9068,15858,13970,16926,23716,21828,1,51,63,9,11,0,13,147
139579,26043,29550,31897,26043,29550,31897,26043,29550,31897,1,8,25,12,0,0,2,47
139621,9150,16698,15792,9150,16698,15792,16376,23924,23018,1,10,37,18,3,0,1,69
139630,19900,28300,26400,19900,28300,26400,19900,28300,26400,1,10,19,6,2,0,14,51
139658,51648,59908,59908,51648,59908,59908,51648,59908,59908,1,397,579,88,163,0,570,1797
139700,8220,15920,0,8220,15920,0,13860,21560,0,1,37,40,16,18,0,18,129
139719,8438,16438,20725,8438,16438,20725,20640,28640,32927,1,33,54,6,0,12,30,135
139755,13570,25688,23384,13570,25688,23384,32874,44992,42688,1,274,208,47,44,69,425,1067
139764,14429,19063,19063,14429,19063,19063,24191,28825,28825,1,30,24,5,25,0,24,108
139861,14416,25350,23752,14416,25350,23752,32316,43250,41652,1,66,116,10,33,2,83,310
139904,10854,20424,16959,10854,20424,16959,10854,20424,16959,1,7,12,0,0,0,13,32
139931,13147,22495,22269,13147,22495,22269,23213,32561,32335,1,205,251,135,58,0,127,776
139940,13978,23488,24448,13978,23488,24448,28546,38056,39016,1,311,345,80,176,20,248,1180
139959,13742,22064,22064,13742,22064,22064,31952,40274,40274,1,545,428,47,149,0,725,1894
139968,10758,15118,17475,10758,15118,17475,17045,21405,23762,1,40,37,11,0,0,29,117
139986,11013,19013,0,11013,19013,0,14838,22838,0,1,0,0,0,0,107,0,107
140003,15048,26037,0,15048,26037,0,15048,26037,0,1,0,0,4,0,0,0,4
140012,8259,16499,0,8259,16499,0,10299,18539,0,1,0,0,0,0,102,0,102
